Customer id,Total chats,Total calls,Total Mails,Avg Chat Rating,Avg Call Rating,Avg Mail Rating,Call support,Total escallation,IM / VM,ALR
74128,116,131,325,4.73,4.33,2.28,0,28,36,0
74448,336,93,325,4.35,4.4,4.7,0,7,18,0
74953,487,223,325,2.45,4.82,1.96,0,25,0,0
70123,367,101,325,3.66,2.62,4.75,1,33,38,1
72670,455,296,325,1.43,4.78,3.93,1,28,3,1
72769,126,12,325,1.78,1.78,2.99,0,14,84,1
73227,365,234,325,3.13,2.31,4.57,0,47,95,1
73275,405,293,325,4.97,2.62,1.37,1,29,69,1
74082,377,283,325,1.71,3.58,2.47,1,36,66,1
70344,174,238,326,3.45,3,1.68,0,6,67,1
71392,210,165,326,3.7,2.19,1.21,0,47,98,0
71473,396,284,326,1.36,1.2,2.06,1,33,35,0
72190,464,9,326,1.21,4.6,4.01,1,10,70,0
72413,281,296,326,3.09,3.3,4.39,1,35,9,0
72737,128,12,326,3.1,1.85,3.59,0,2,93,0
73586,264,173,326,3.06,4.75,3.5,0,30,50,0
73666,149,274,326,2.04,1.77,1.81,1,28,19,0
73846,99,116,326,4.29,4.29,4.95,0,5,56,0
74997,102,293,326,1.92,3.91,4.01,1,26,11,0
71831,274,165,326,2.59,2.22,1.56,1,36,37,1
72855,408,47,326,4.32,4.85,2.92,1,29,61,1
73205,230,68,326,2.33,1.63,4.53,0,14,70,1
70163,373,83,327,1.63,1.52,1.15,0,40,88,1
70398,490,217,327,3.59,3.57,3.77,0,26,9,1
70779,108,208,327,2.39,4.02,4.96,0,36,96,1
71870,82,189,327,2.04,4.53,4.21,0,33,64,0
72948,484,151,327,2.61,3.13,1.71,1,14,74,0
73335,52,104,327,2.08,3.33,2.58,0,44,71,0
73505,460,232,327,2.53,2.49,2.74,1,46,26,0
74369,17,118,327,2.76,1.4,3.58,0,13,81,0
70139,440,116,327,1.07,3.33,4.08,1,44,6,1
70339,91,254,327,4.79,1.55,4.94,0,31,67,1
71756,392,248,327,2.79,4.1,1.23,1,0,73,1
73100,87,100,327,1.38,1.75,3.34,1,20,25,1
73477,201,122,327,2.3,2,3.91,0,45,73,1
73600,322,58,327,4.39,1.95,2.45,1,24,79,1
70283,285,206,328,3.07,4.03,2.61,0,20,63,1
70736,34,48,328,1.98,3.19,4.97,0,4,96,1
72548,355,205,328,3.83,4.27,1.27,0,29,78,0
73593,128,191,328,3.12,4.6,1.32,1,17,67,0
72307,297,271,328,2.59,1.83,3.88,0,19,81,1
72310,486,257,328,3.57,4.03,4.6,1,35,57,1
72320,125,164,328,1.2,4.22,4.18,0,47,32,1
72421,463,238,328,1.76,2.89,2.33,1,12,62,1
72598,123,88,328,1.65,4.33,2.92,0,17,44,1
72652,86,188,328,3.9,3.95,3.69,1,16,66,1
70625,421,65,329,2.39,2.61,3.29,0,49,13,1
70689,446,172,329,2.56,1,2.59,0,1,12,1
70808,19,253,329,1.94,4.11,3.32,1,33,90,1
72030,241,287,329,3.37,3.13,4.92,0,32,17,0
73073,50,256,329,4.85,4.2,4.78,0,10,69,0
73827,374,171,329,2.81,4.85,4.76,0,15,18,0
74040,329,254,329,3.42,1.34,3.18,1,6,14,0
74752,358,123,329,1.2,3.46,3.68,0,34,91,0
71172,288,174,329,1.94,1.27,3.77,0,27,5,1
72117,76,202,329,4.36,2.02,4.52,1,28,94,1
72545,196,41,329,3.75,1.72,2.24,1,48,5,1
73609,481,243,329,4.1,2.35,2,1,43,20,1
73645,212,228,329,2.81,1.72,1.91,1,12,4,1
73933,303,136,329,2.97,2.28,2.63,1,1,45,1
74391,225,56,329,2.46,2.61,1.28,1,41,46,1
74559,190,246,329,4.94,3.31,1.01,0,3,14,1
74836,238,143,329,4.73,2.84,1.97,0,42,48,1
70181,28,285,330,2.98,4.81,1.04,0,28,59,1
71512,13,215,330,3.06,3.7,2.56,1,2,64,0
72811,189,22,330,4.08,2.7,3.59,1,42,53,0
74261,12,144,330,2.47,2.61,4.94,1,16,69,0
74313,222,283,330,4.22,2.8,1.11,0,21,78,0
70208,221,136,330,3.88,1.97,2.14,1,47,8,1
70313,238,133,330,2.73,4.59,2.19,1,10,97,1
70385,465,172,330,2.1,2.37,3.89,1,17,37,1
71997,58,105,330,4.5,2.96,1.56,0,49,28,1
71834,500,280,331,2.6,1.9,2.16,1,34,51,0
73858,346,84,331,1.68,3.5,4.77,0,24,13,0
74046,401,262,331,1.93,3.78,3.28,1,9,4,0
74518,435,62,331,2.78,1.02,3.72,0,49,41,0
71369,455,136,331,3.27,3.88,3.72,1,25,15,1
71671,357,41,331,2.07,4.66,1.91,0,30,23,1
71816,112,179,331,1.41,1.91,4.08,0,17,89,1
72216,356,217,331,4.97,4.55,3.13,1,14,42,1
72292,440,52,331,2.25,4.87,3.26,0,17,23,1
72932,228,91,331,3.35,3.07,4.89,1,16,80,1
73580,234,267,331,4.49,4.76,3.34,1,48,1,1
74271,464,273,331,4.21,4.05,1.42,1,8,32,1
74534,180,17,331,2.82,1.08,2.52,0,40,55,1
71676,336,68,332,2.13,3.97,3.16,1,33,100,0
72454,77,32,332,3.38,3.58,3.98,1,7,32,0
74099,135,211,332,3.36,1.8,1.45,0,5,78,0
74153,215,184,332,1.92,3.89,1.84,1,45,91,0
74974,20,233,332,3.3,1.03,3.38,1,28,77,0
70357,18,150,332,4.97,1.73,2.1,0,16,57,1
70778,47,22,332,3.87,1.8,3.98,0,19,49,1
71591,157,215,332,2.13,3.57,3.8,0,27,65,1
73098,19,95,332,4.85,2.88,2.45,1,10,55,1
73589,445,127,332,4.06,1.27,1.79,1,21,40,1
71331,287,217,333,3.15,2.26,4.94,0,3,61,0
71740,312,45,333,3.01,2.01,4.51,1,28,20,0
73418,84,277,333,4.23,1.86,2.42,0,32,69,0
74095,388,199,333,3.91,2.13,1.15,0,38,66,0
74226,64,202,333,2.13,1.07,2.35,1,0,25,0
74670,126,25,333,4.01,1.22,4.66,1,44,44,0
74680,342,265,333,1.93,3.49,2.07,1,19,55,0
70938,137,66,333,1.97,3.39,4.96,0,32,78,1
74640,18,198,333,3.91,4.98,1.24,1,24,31,1
71287,251,148,334,3.24,4.57,1.69,1,5,83,0
72166,432,286,334,3.95,4.37,3.67,0,25,37,0
72412,64,7,334,2.95,2.27,2.28,0,49,9,0
72972,158,9,334,2.64,4.47,4.36,0,19,19,0
73978,48,230,334,3.88,2.91,3.62,1,4,12,0
70116,465,202,334,4.29,3.92,1.69,0,30,19,1
70891,140,190,334,1.98,2.94,1.2,0,16,81,1
71966,173,101,334,1.27,3.77,3.33,1,32,95,1
72067,74,222,334,4.6,3.29,1.66,1,35,96,1
72611,347,276,334,3.19,1.12,3.95,1,7,11,1
72763,433,109,334,2.01,4.47,1.35,0,40,64,1
73667,466,57,334,2.06,4.32,2.72,0,11,98,1
74136,468,244,334,4.19,2.4,4.48,1,39,14,1
70769,341,214,335,3.9,4.27,4.6,0,8,12,1
70850,465,63,335,3.34,1.49,2.82,1,23,12,1
71508,278,134,335,2.7,1.26,2.29,0,43,20,0
71784,239,107,335,1.58,3.61,1.2,1,38,72,0
72702,442,203,335,2.67,1.29,4.58,0,18,23,0
70877,13,149,335,3.6,2.98,2.71,0,49,53,1
70896,213,217,335,1.39,4.62,4.31,1,49,43,1
72344,355,107,335,1.67,4.56,4.61,0,16,76,1
73088,161,236,335,3.98,1.89,4.55,1,0,28,1
73438,356,93,335,4.9,3.29,2.03,0,38,88,1
74086,420,19,335,3.59,2.42,3.86,0,32,25,1
74092,266,98,335,1.93,1.23,4.61,1,37,47,1
74614,369,103,335,1.2,1.9,3.11,0,20,89,1
70898,269,197,336,2.06,4.11,4.83,0,37,43,1
74818,171,190,336,3.67,1.2,1.58,1,3,72,0
71278,206,27,336,4.77,1.66,3.97,0,15,89,1
71629,387,228,336,1.01,1.91,1.52,0,43,11,1
73751,238,290,336,3.02,4.66,3.1,0,19,81,1
73901,287,196,336,2.79,3.66,1.01,0,26,18,1
70193,490,288,337,3.33,4.31,4.54,0,42,17,1
70945,12,227,337,2.76,2.49,2.24,0,48,17,1
72107,466,199,337,1.78,3.06,2.65,0,8,86,0
72448,136,194,337,1.59,2.53,2.08,1,31,91,0
73874,490,253,337,2.75,4.11,4.53,1,11,44,0
74906,448,191,337,3.81,4.16,4.3,1,19,12,0
71478,464,130,337,1.89,2.68,2.63,0,1,73,1
71863,236,25,337,4.97,2.02,4.35,1,18,5,1
72520,322,219,337,1.43,2.54,4.99,1,14,14,1
73043,59,106,337,1.81,2.15,2.5,0,32,16,1
73159,222,83,337,4,4.74,2.62,0,34,2,1
74587,26,279,337,1.28,3.84,1.69,1,30,52,1
70702,81,177,338,2.7,3.62,4.94,0,24,68,1
70986,254,286,338,3.92,2.66,2.8,1,26,92,1
72023,357,171,338,2.2,4.22,2.95,0,43,7,0
72724,468,57,338,1.73,1.37,4.97,0,4,52,0
72832,422,266,338,3.5,2.68,1.53,0,27,26,0
73348,396,121,338,1.68,3.11,3.42,1,40,88,0
74523,133,171,338,2.14,2.52,4.86,0,1,92,0
72911,184,53,338,2.37,1.91,2.47,1,21,29,1
74177,322,58,338,4.54,1.38,2.31,1,44,2,1
73349,94,63,339,2.16,4.61,4.71,1,6,53,0
73857,433,51,339,1.42,1.9,1.58,0,48,14,0
74656,219,73,339,1.06,3.47,3.23,0,50,80,0
74928,88,266,339,3.73,1.69,1.52,1,40,14,0
70447,439,184,339,4.03,2.05,4.38,1,17,31,1
71848,401,180,339,1.86,4.48,1.05,1,45,91,1
72270,360,201,339,1.07,4.09,1.45,0,37,56,1
72337,220,266,339,4.17,1.28,4.41,1,41,91,1
73434,214,268,339,1.96,1.58,1.71,1,17,3,1
73573,391,47,339,2.17,4.56,3.76,0,20,30,1
73638,318,23,339,4.16,3.8,1.24,0,3,78,1
73984,61,29,339,2.85,2.57,1.15,0,8,92,1
71229,468,263,340,4.86,2.36,2.81,0,8,33,0
71336,349,30,340,3.29,1.99,3.24,1,43,22,0
74661,272,88,340,3.6,2.2,2.86,0,30,36,0
70292,113,85,340,3.55,3.45,2.64,0,23,87,1
71371,18,23,340,2.14,2.41,3.57,0,13,41,1
73913,405,218,340,3.34,2.75,1.56,1,49,43,1
74706,428,14,340,4.72,4.19,3.89,0,49,29,1
72235,82,6,341,1.39,4.99,4.94,1,12,86,0
72353,250,17,341,2.47,3.37,2.36,0,3,81,0
70257,57,122,341,3.33,4.16,1.11,1,49,74,1
70282,351,181,341,3.58,3.73,2.73,0,30,78,1
71011,386,79,341,2.68,2.42,1.79,0,23,100,1
71497,313,60,341,1.82,3.86,3.61,1,41,57,1
72281,106,141,341,4.08,1.39,3.88,1,30,29,1
72805,492,287,341,2.27,1.31,2.12,0,0,2,1
73316,21,194,341,4.54,1.9,4.29,0,26,39,1
73420,220,130,341,2.24,3.22,3.09,0,11,95,1
73710,306,179,341,4.74,4.19,1.02,1,36,2,1
70096,45,264,342,2.87,3.05,1.33,1,33,62,1
70748,112,166,342,1.72,2.01,3.42,1,15,97,1
71644,22,272,342,3.74,1.12,3.28,1,41,35,0
72293,391,178,342,2.45,2.04,2.49,0,16,96,0
72444,37,223,342,4.86,4.56,3.1,0,30,1,0
73495,125,47,342,2.32,2.9,2.86,0,23,62,0
73520,500,190,342,1.6,1.12,4.46,0,13,36,0
74468,466,128,342,1.45,2.83,4.96,0,5,16,0
74557,193,155,342,4.1,4.39,3.31,0,40,25,0
74576,167,84,342,1.64,1.8,3.26,0,14,29,0
70617,71,184,342,2.37,2.03,2.03,1,33,45,1
71317,295,53,342,4.61,3.51,1.31,0,24,9,1
72929,67,37,342,4.42,2.35,1.67,0,13,53,1
73183,236,109,342,4.67,3.07,2.59,0,22,53,1
70175,254,26,343,2.28,2.15,3.68,1,19,78,1
71267,65,147,343,2.45,2.82,3.74,1,4,93,0
72424,297,34,343,1.37,4.18,4.44,1,42,83,0
73053,241,226,343,2.71,3.16,2.78,0,5,5,0
73390,403,46,343,2.54,4.6,3.19,0,9,96,0
73486,374,188,343,4.2,4.82,3.99,0,6,38,0
70161,42,133,343,1.42,2.75,4.83,0,20,75,1
70390,314,231,343,3.46,4.87,1.6,0,5,46,1
71443,64,48,343,4.89,1.98,1.23,1,23,72,1
71944,289,176,343,1.97,4.56,3.38,1,27,23,1
72350,342,258,343,4.45,3.19,1.82,1,24,23,1
72619,259,87,343,1.29,4.11,2.93,0,36,87,1
72861,428,76,343,1.29,2.33,4.09,1,20,58,1
72870,441,127,343,2.57,3.82,2.89,0,20,96,1
72917,169,116,343,1.39,2.02,2.12,0,15,69,1
74066,103,10,343,4.86,3.31,1.11,1,22,76,1
72144,144,24,344,1.2,4.71,2.09,0,28,33,0
72225,128,128,344,3.97,3.59,3.8,0,32,10,0
71803,326,156,344,4.6,4.04,3.77,0,8,31,1
72891,179,93,344,1.94,2.28,1.95,0,41,31,1
74367,147,255,344,1.83,1.19,1.37,0,25,53,1
74780,380,267,344,4.07,2.76,2.9,0,20,11,1
70862,24,8,345,4.49,2.07,2.89,1,36,70,1
71249,26,255,345,1.12,2.16,4.12,0,13,78,0
73266,305,156,345,3.29,2.57,4.28,0,23,75,0
73371,328,50,345,3.69,3.65,1.66,0,13,35,0
73890,132,58,345,1.66,2.9,2.76,0,37,7,0
70073,186,236,345,2.16,4.08,1.41,1,0,50,1
71483,364,107,345,1.73,1.95,3.84,0,13,87,1
73489,266,238,345,3.47,4.54,3.49,0,11,92,1
73781,291,200,345,3.22,2.65,1.51,1,8,86,1
74094,367,59,345,2.77,2.89,1.4,0,35,60,1
74850,106,117,345,2.14,2.14,4.76,0,40,69,1
71611,309,81,346,3.09,3.55,4.14,0,30,79,0
72643,48,7,346,2.36,1.27,2.68,0,25,10,0
71176,403,141,346,4.09,4.14,3.85,0,43,98,1
71320,160,187,346,3.66,3.47,1.25,0,19,97,1
74295,30,227,346,1.45,3.6,3.65,1,44,93,1
70222,23,9,347,3.55,1.74,3.83,0,35,51,1
70367,197,99,347,2.06,3.46,1.03,0,7,54,1
70432,37,200,347,2.92,4.91,3.99,0,0,49,1
71410,428,60,347,2.66,2.91,3.2,1,38,16,0
71636,338,279,347,2.73,2.14,4.04,1,42,36,0
72085,69,71,347,1.59,2.42,1.23,1,4,86,0
72936,161,157,347,1.07,4.13,2.12,1,38,70,0
73542,238,290,347,1.67,3.13,1.3,1,39,46,0
74113,197,116,347,1.9,2.9,4.39,0,49,7,0
74134,358,37,347,2.96,1.53,2.41,0,18,48,0
70008,287,185,347,3.79,3.01,3.6,0,17,64,1
70852,134,241,348,4.52,4.44,4.42,1,13,4,1
74389,98,34,348,2.72,3.02,4.3,0,17,51,0
70910,310,220,348,1.55,2.96,1.89,0,17,46,1
71067,179,34,348,2.09,3.33,2.99,1,24,95,1
74566,22,109,348,1.73,3.98,4.7,0,22,68,1
74916,218,16,348,3.69,1.31,3.18,0,13,5,1
74967,208,47,348,3.78,4.83,1.55,0,28,76,1
70026,79,108,349,3.64,2.1,4.68,0,9,73,1
70263,487,170,349,1.71,3.57,3.23,0,28,60,1
71265,100,90,349,4.58,3.55,1.01,1,29,10,0
71934,444,168,349,1.61,4.09,3.63,0,17,90,0
72036,325,90,349,1.73,3.58,4.32,1,11,71,0
72603,342,248,349,1.04,3.16,2.24,0,31,97,0
74839,365,38,349,3.88,2.57,2.1,0,10,2,0
70511,142,50,349,1.29,2.66,3.16,1,25,56,1
71536,466,128,349,3.75,3.74,1.08,1,13,37,1
71728,258,107,349,2.79,3.68,4.67,0,45,18,1
71977,425,250,349,1.72,2.86,3.96,1,13,41,1
72638,32,194,349,2.8,4.58,4.66,1,45,63,1
74210,430,285,349,1.1,4.01,4.06,0,35,47,1
71251,418,103,350,3.73,1.53,2.46,0,3,47,0
71686,84,12,350,3.31,3.63,1.24,1,33,26,0
73501,338,108,350,1.24,4.11,2.84,1,5,4,0
73995,232,166,350,3.2,1.28,1.62,0,37,74,0
70288,189,164,350,2.51,4.01,2.03,1,10,57,1
71254,386,238,350,4.17,1.28,3.42,1,32,89,1
71466,439,81,350,1.03,4.45,3.57,1,40,23,1
71839,249,201,350,3.34,3.25,3.14,1,39,43,1
74022,332,249,350,3.49,3.81,2.1,1,25,44,1
74951,362,58,350,1.95,3.09,1.77,1,4,74,1
70015,433,254,351,3.2,2.03,1.53,1,18,78,1
70631,477,98,351,1.65,1.91,4.13,0,30,26,1
70870,121,59,351,3.33,1.61,4.55,1,14,15,1
71677,231,57,351,3.96,2.37,3.49,0,43,58,0
73020,16,207,351,3.21,1.17,1.93,1,37,96,0
73470,232,83,351,2.37,1.54,4.26,1,3,45,0
74393,57,296,351,4.6,3.89,1.74,1,40,24,0
70828,384,50,351,4.39,2.84,4.06,0,27,97,1
71216,311,243,351,1.89,3.12,3.38,0,16,62,1
72336,298,166,351,1.92,2.6,4.17,1,11,32,1
74254,12,299,351,2.72,3.95,1.57,0,39,26,1
74443,330,82,351,4.09,4.72,4.68,0,1,38,1
74874,179,167,351,2.79,3.69,1.32,1,26,49,1
70233,176,108,352,2.93,4.29,1.53,1,17,35,1
70237,151,282,352,2.75,2.9,3.21,0,40,12,1
71377,391,37,352,2.41,1.86,3.06,1,30,12,0
74715,50,44,352,1.74,4.95,2.75,0,45,17,0
71086,484,82,352,3.46,3.68,2.17,0,33,56,1
71884,272,90,352,3.14,3.15,2.86,0,50,83,1
72760,151,274,352,3.86,3.8,1.86,1,26,23,1
70782,227,116,353,4.89,1.02,4.02,1,42,90,1
74383,146,115,353,4.92,3.64,2.43,1,26,25,0
70315,213,87,353,4.23,2.64,4.82,1,3,97,1
71640,342,166,353,3.56,4.72,1.1,0,27,56,1
72289,299,234,353,2.36,4.84,4.34,0,5,88,1
72648,248,175,353,4.32,1.06,3.76,0,26,89,1
72666,295,77,353,3.69,1.75,1.55,1,44,88,1
72730,48,133,353,2.33,3.61,2.8,1,21,77,1
73354,120,34,353,3.4,3.29,3.09,0,15,17,1
74072,44,110,353,4.46,1.78,2.9,0,29,88,1
70079,117,272,354,4.16,2.47,3.31,0,19,61,1
71341,164,69,354,4.78,4.86,2.82,1,48,44,0
71416,118,242,354,1.94,3.7,2.11,0,25,6,0
71871,368,20,354,4.33,3.39,1.36,1,29,38,0
72339,313,166,354,4.22,3.21,2.51,0,20,23,0
72681,85,285,354,1.01,2.67,1.03,1,8,16,0
73001,402,168,354,2.55,3.57,2.25,0,50,82,0
74403,83,104,354,4.26,4.56,4.09,1,24,6,0
74407,466,214,354,2.68,1.83,3.52,1,2,60,0
70177,241,75,354,1.92,3.26,1.54,0,2,75,1
70274,64,298,354,2.58,1.33,1.24,0,20,19,1
70592,486,176,354,1.18,1.8,3.85,0,20,96,1
70718,145,269,354,3.41,4.48,2.29,1,37,9,1
70724,318,172,354,3.08,4.63,3.12,1,34,66,1
70884,34,281,354,3.49,1.91,3.67,1,21,7,1
70912,225,249,354,1.59,1.09,1.3,1,9,60,1
74045,412,172,354,3.9,2.75,1.14,1,23,66,1
70976,218,145,355,4.48,4.28,1.87,1,36,28,1
71601,437,25,355,2,4.58,3.29,0,22,10,0
71726,261,296,355,2.07,4.58,1.22,0,18,97,0
73392,54,18,355,2.11,4.67,2.33,1,1,5,0
73555,500,82,355,4.2,4.35,3.02,1,42,22,0
74373,281,54,355,2.28,1.13,2.33,1,11,49,0
74876,261,180,355,4.88,4.98,2.07,1,9,80,0
70988,23,20,355,2.81,2.32,2.02,1,33,32,1
71291,321,12,355,4.16,3.62,2.75,0,46,95,1
71429,293,43,355,2.81,1.74,4.51,0,33,14,1
72040,232,57,355,4.11,4.07,3.19,0,15,9,1
73051,445,31,355,1.65,1.95,3.38,0,39,85,1
73808,167,11,355,1.9,1.65,4.34,1,14,71,1
70078,62,17,356,4.61,4.75,1.49,0,13,28,1
70970,42,280,356,4.77,4.72,4.26,0,2,13,1
71780,95,160,356,4,3.5,4.14,1,38,91,0
73194,56,226,356,4.7,1.53,1.48,0,48,3,0
73919,351,37,356,2.79,2.78,3.51,0,20,88,0
74384,110,289,356,2.76,2.92,1.57,1,34,65,0
74955,46,28,356,4.28,4.53,1.42,1,41,21,0
70518,186,13,356,4.37,4.91,3.77,1,24,0,1
70649,231,289,356,2.9,2.05,2.44,0,41,96,1
71181,219,218,356,1.04,2.1,2.69,0,41,47,1
72515,369,105,356,1.38,1.23,3.77,0,0,17,1
72775,441,59,356,2.01,3.36,4.41,0,19,81,1
73762,102,207,356,1.2,1.43,3.79,1,13,20,1
73934,450,194,356,3.53,2,4.8,0,45,82,1
74578,445,106,356,2.18,4.9,4.76,0,50,15,1
70021,387,198,357,1.98,4.79,2.36,1,30,40,1
70856,394,206,357,2.87,3.16,4.77,0,24,95,1
71532,247,53,357,2.96,2,2.65,0,25,59,0
72560,199,26,357,2.3,1.7,4.76,1,18,73,0
73226,309,62,357,1.54,1.4,1.75,0,3,56,0
74678,384,169,357,2.31,3.9,2.76,0,39,8,0
71417,73,228,357,1.99,2.24,2.69,1,21,24,1
72971,72,13,357,1.33,2.66,4.7,1,8,76,1
73245,171,270,357,1.6,4.84,2.5,1,19,8,1
73270,132,252,357,2.98,1.24,2.33,1,50,98,1
73566,100,256,357,2.49,3.91,1.56,1,21,14,1
74823,289,133,357,3.37,1.67,1.09,0,20,70,1
70741,82,76,358,1.3,3.86,2.1,1,24,50,1
70901,160,78,358,1.07,2.09,2.6,0,14,71,1
71188,81,258,358,4.93,2.29,3.47,1,17,0,0
71990,74,16,358,3.67,3.34,1.03,1,32,71,0
73853,407,260,358,2.03,2.95,1.83,0,0,83,0
70304,407,157,358,2.26,3.05,1.27,1,46,1,1
72380,488,87,358,1.33,3.76,1.85,1,2,13,1
72926,444,77,358,1.41,3.7,4.26,0,45,35,1
73061,38,256,358,3.59,1.25,3.25,1,27,94,1
73664,47,284,358,2.02,2.91,2.12,0,4,14,1
74743,159,141,358,4.04,3.39,2.91,0,34,73,1
71304,228,109,359,1.4,2.04,3.64,0,43,14,0
71560,310,268,359,2.47,3.48,1.95,1,12,63,0
71616,25,230,359,5,1.26,2.74,0,21,23,0
71621,95,6,359,2.33,2.67,4.09,1,31,79,0
72051,155,80,359,1.9,1.72,3.08,0,1,68,0
73528,189,156,359,4.4,2.12,2.75,0,0,4,0
73574,118,278,359,1.08,3.55,4.26,1,43,50,0
70005,323,147,359,4.27,3.72,4.12,1,26,63,1
70944,128,298,359,3.46,2.5,2.51,0,39,53,1
73866,175,103,359,2.83,3.87,3.44,0,38,7,1
74703,379,82,359,2.62,1.27,2.32,1,34,9,1
70905,341,204,360,3.08,2,4.05,1,39,48,1
71675,393,152,360,3.87,3.52,3.55,0,15,3,0
72394,57,168,360,2.63,4.82,2.22,1,2,3,0
74182,149,175,360,4.65,2.52,3.52,1,34,3,0
70097,459,138,360,2.7,4.4,2.83,0,0,90,1
70716,434,245,360,4.13,3.4,3.54,1,19,63,1
70883,78,208,360,2.6,3.72,4.9,0,25,11,1
72878,386,68,360,3.68,3.73,2.1,0,4,70,1
74658,157,87,360,2.46,2.67,3.12,0,6,52,1
70038,44,152,361,2.62,2.17,1.43,0,0,40,1
72294,124,228,361,1.25,4.56,2.9,1,31,45,0
73287,377,59,361,1.94,4.55,4.63,1,37,32,0
73411,456,152,361,3.5,1.1,2.2,0,47,85,0
73861,114,183,361,1.72,1.49,4.76,0,6,8,0
71587,32,149,361,4.46,1.84,2.88,1,36,32,1
72489,273,32,361,3.01,2.28,1.09,0,26,13,1
72976,219,50,361,2.41,1.51,4.04,0,7,38,1
73195,170,261,361,2.8,1.77,3.35,0,50,47,1
74878,491,89,361,4.63,2.8,3.26,1,22,87,1
70297,327,263,362,1.19,1.26,2.78,1,33,75,1
71135,332,187,362,3.56,3.5,2.17,1,36,79,0
72134,10,118,362,3.93,3.41,3.48,0,17,4,0
74224,323,156,362,4.85,4.56,3.09,1,38,73,0
70560,386,127,362,3.74,4.98,3.83,1,15,63,1
71294,467,118,362,2.15,1.82,1.43,1,23,48,1
72573,104,81,362,2.91,4.34,2.22,1,48,100,1
73669,374,241,362,1.31,3.12,4.33,0,16,18,1
70993,415,268,363,3.61,4.82,1.73,1,15,72,1
71435,334,126,363,4.57,4.36,4.5,1,12,91,0
70179,96,266,363,1.58,2.18,1.56,1,31,67,1
71529,373,139,363,1.62,4.32,4.09,1,19,42,1
71598,267,15,363,1.49,2.95,4.68,0,13,9,1
72042,348,155,363,3.72,1.18,1.81,0,4,81,1
72326,71,97,363,1.92,3.32,2.45,0,12,37,1
72599,302,84,363,4.43,2.73,1.1,0,8,12,1
72719,275,46,363,3.27,3.14,4.76,0,44,54,1
72853,348,219,363,4.35,1.38,4.38,0,39,1,1
74091,175,158,363,2.69,3.49,4.26,0,39,94,1
74180,401,51,363,2.62,2.43,3.64,0,14,75,1
74624,408,161,363,4.32,1.41,1.9,1,29,4,1
74993,20,121,363,3.67,1.46,2.91,1,35,34,1
70801,231,123,364,4.06,4.19,4.04,0,13,63,1
71432,86,299,364,3.22,2.4,1.82,1,26,31,0
71922,131,261,364,2.35,1.83,2.26,0,47,35,0
72203,145,124,364,3.72,1.77,1.46,1,37,100,0
73109,242,96,364,3.31,4.32,4.26,0,19,34,0
70771,335,211,364,1.13,1.62,2.04,0,39,25,1
71284,452,59,364,4.13,3.62,4.8,0,32,99,1
71440,28,216,364,2.86,4.1,2.06,1,33,35,1
71698,117,267,364,3.15,4.55,3.13,1,3,48,1
71787,360,28,364,1.77,4.64,3.41,1,3,58,1
72280,483,253,364,1.94,4.9,1.5,0,18,31,1
72797,182,83,364,4.11,2.01,2.11,1,4,70,1
73119,251,80,364,4.24,4.8,3.9,0,12,9,1
73317,98,26,364,3.18,2.3,2.6,0,46,80,1
73547,458,168,364,3.88,1.32,3.64,0,42,18,1
71747,446,100,365,1.1,3.22,4.16,1,24,5,0
72913,94,247,365,4.73,3.9,1.46,0,37,77,0
73204,171,287,365,3.13,3.96,3.9,0,23,2,0
73886,332,154,365,2.98,4.4,4.37,1,39,5,0
70501,469,209,365,3.63,4.82,4.81,0,24,87,1
71118,304,83,365,4.92,1.74,2.17,0,42,64,1
71853,488,109,365,4.57,3.36,4.51,1,36,77,1
72061,267,226,365,4.76,1.93,3.97,1,28,50,1
73433,381,141,365,4.16,2.77,1.75,0,29,93,1
74800,233,126,365,1.19,3.81,2.22,1,3,50,1
74808,288,103,365,4.02,3.92,4.78,1,28,59,1
71143,313,217,366,1.15,4.95,3.64,0,18,9,1
71272,75,38,366,3.13,2.17,2.8,1,50,100,1
71737,383,63,366,3.52,4.76,4.22,0,32,50,1
70627,154,269,367,4.46,1.34,2.39,0,1,40,1
71071,196,75,367,3.86,4.58,4.77,1,15,81,0
71395,448,210,367,4.6,1.81,2.96,0,43,11,0
72488,36,166,367,4.98,4.68,4.2,1,8,80,0
70888,32,259,367,3.57,4.95,1.97,0,17,57,1
72620,134,148,367,1.27,1.71,4.01,0,13,65,1
70467,473,281,368,2.84,1.71,3.23,1,18,60,1
71446,45,286,368,2.14,4.07,3.99,1,33,17,0
71796,388,50,368,3.89,3.37,4.61,0,31,27,0
72148,459,93,368,1.88,3.38,1.03,1,43,11,0
72653,229,40,368,3.1,2.72,1.23,1,10,5,0
73522,192,258,368,2.73,4.5,4.11,1,45,18,0
74029,257,117,368,1.17,4.21,3.92,1,47,83,0
74159,472,178,368,2.59,4.81,3.02,1,39,28,0
74352,374,177,368,1.41,4.63,1.64,0,49,98,0
74783,337,252,368,1.56,1.37,2.9,1,28,71,0
70399,207,279,368,3.29,2.64,3.19,1,28,7,1
70464,297,101,368,2.76,3.57,3.02,0,47,1,1
71427,471,293,368,2.17,1.09,2.55,0,43,63,1
72047,334,217,368,3.73,3.2,1.85,0,44,59,1
73377,121,287,368,3.03,3.14,3.82,0,38,18,1
73630,376,235,368,2.14,1.17,3.72,1,41,12,1
